PANTUN,PENGARANG,HIMPUNAN,TEMA,JENIS,RIMA_TENGAH_1,RIMA_TENGAH_2,RIMA_TENGAH_3,RIMA_TENGAH_4,RIMA_AKHIR_1,RIMA_AKHIR_2,RIMA_AKHIR_3,RIMA_AKHIR_4,MARKAH,PERKATAAN
Wahai ananda intan di tanah Pantun melayu jangan dibuang Di dalamnya banyak amanah  Untuk bekalmu di masa datang,Samsul Bahri,"Program Balai Pantun & Klinik Pantun, Mac 2021",Amanah,Pantun Nasehat,da,yu,nya,mu,nah,buang,nah,tang,19.0,"amanah, jangan, dibuang, masa, intan, Wahai, ananda, tanah, Pantun, dalamnya, datang, banyak, melayu, di, Di, bekalmu, Untuk"
Tanjung katung airnya biru Tanjung balai si kota kerang Karena corona hatiku pilu Tak bisa jumpa dengan si abang,Vedri Osa Madewa,"Program Balai Pantun & Klinik Pantun, Mac 2021",Corona,,tung,lai,na,pa,ru,rang,lu,bang,18.0,"corona, abang, bisa, Karena, katung, kerang, dengan, si, Tanjung, balai, jumpa, airnya, Tak, hatiku, pilu, kota, biru"
Kalau kita tidak bersuluh Jangan takut bulan bersinar Kalau kita tidak bermusuh Jangan takut berkata benar,Agus kurniawan,"Program Balai Pantun & Klinik Pantun, Mac 2021",Jangan takut,Pantun nasehat,ta,kut,ta,kut,luh,nar,suh,nar,23.0,"takut, bermusuh, bulan, bersinar, kita, berkata, tidak, Jangan, bersuluh, benar, Kalau"
Tak ada nangka yang tidak bergetah Kecuali birah dengan keladi Tak ada manusia yang berbuat salah Kecuali Rasullullah penghulu nabi,Samsul Bahri,"Program Balai Pantun & Klinik Pantun, Mac 2021",Manusia yang berbuat salah,Pantun Nasehat,ka,rah,sia,lah,tah,di,lah,bi,18.0,"yang, keladi, dengan, Kecuali, nabi, bergetah, ada, birah, manusia, Tak, tidak, berbuat, penghulu, salah, nangka, Rasullullah"
Kalau bersampan gunakanlah galah Supaya cepat  tiba ke pantai Kalau sudah ketentuan Allah Niat terkabul hajat pun sampai,Samsul Bahri,"Program Balai Pantun & Klinik Pantun, Mac 2021",Ketentuan Allah,Pantun Nasehat,pan,pat,dah,bul,lah,tai,lah,pai,20.0,"Allah, sampai, Niat, hajat, cepat, sudah, terkabul, ketentuan, bersampan, galah, Supaya, pantai, pun, gunakanlah, ke, Kalau, tiba"
Ada sirih ada pinang Ambil gambir dalam cembul  Sudah dirisik sudah dipinang Hanya menanti ijab kabul,Samsul Bahri,"Program Balai Pantun & Klinik Pantun, Mac 2021",Ijab kabul,Pantun Meminang/Percintaan,rih,bir,sik,ti,nang,bul,nang,bul,18.0,"dalam, ijab, sudah, menanti, dipinang, kabul, Hanya, ada, cembul, Ada, pinang, sirih, gambir, Sudah, dirisik, Ambil"
Selat sunda selat malaka Memang ada di dalam peta Tak semata salah corona Salah manusia juga yg penuh dosa,Vedri Osa Madewa,"Program Balai Pantun & Klinik Pantun, Mac 2021",,,da,da,ta,sia,ka,ta,na,sa,18.0,"dalam, semata, ada, salah, di, penuh, Memang, Tak, manusia, yg, sunda, dosa, peta, corona, malaka, juga, Salah, selat, Selat"
Jalan jalan ke Siantar Singgah sekejap ke tebing tinggi Duhai adik yang pintar Binatang ape tanduk di kaki?,Samsul Bahri,"Program Balai Pantun & Klinik Pantun, Mac 2021",Binatang tanduk di kaki,Pantun Teka-Teki,lan,jap,dik,pe,tar,gi,tar,ki,15.0,"yang, adik, tinggi, pintar, Duhai, tanduk, Siantar, tebing, ape, Singgah, Jalan, Binatang, jalan, di, sekejap, ke, kaki?"
"Pak ketipak ketipung Suara gendang ber talu talu Pura"" bingung Corona datang siapa yang tau",Vedri Osa Madewa,"Program Balai Pantun & Klinik Pantun, Mac 2021",,,pak,dang,ra,tang,pung,lu,ngung,tau,10.0,"yang, Pura"", gendang, Suara, bingung, siapa, ber, talu, datang, ketipak, Pak, Corona, tau, ketipung"
Jika tuan ke kuala simpang Singgah sekejap membeli mawar Adik yang manis janganlah bimbang Abang datang untuk melamar,Samsul Bahri,"Program Balai Pantun & Klinik Pantun, Mac 2021",,,an,jap,nis,tang,pang,war,bang,mar,17.0,"Jika, tuan, yang, manis, janganlah, Abang, mawar, Adik, datang, Singgah, bimbang, untuk, melamar, kuala, sekejap, membeli, ke, simpang"
Jika ditanam bunga selasih Taruhkan bunga di tepi perigi Jika endak mencari kekasih Carilah yang pandai mengaji,Samsul Bahri,"Program Balai Pantun & Klinik Pantun, Mac 2021",Mencari Kekasih,Pantun Percintaan,nam,nga,dak,yang,sih,gi,sih,ji,20.0,"Jika, yang, mengaji, Taruhkan, Carilah, pandai, ditanam, bunga, kekasih, perigi, di, endak, selasih, tepi, mencari"
Harum baunya si bunga mawar Patah sebiji dipijak-pijak Anak muda rajinlah belajar Agar kelak menjadi bijak,Samsul Bahri,"Program Balai Pantun & Klinik Pantun, Mac 2021",Rajinlah Belajar,Pantun Nasehat,nya,ji,da,lak,war,jak,jar,jak,19.0,"rajinlah, bijak, baunya, muda, Patah, Agar, si, sebiji, belajar, dipijak-pijak, menjadi, bunga, kelak, Anak, Harum, mawar"
Jika tuan ke kota Langkat Singgah sekejap membeli guli Jika tuan ingin selamat Dekatkan diri pada Illahi,Samsul Bahri,"Program Balai Pantun & Klinik Pantun, Mac 2021",Mendekatkan diri pada sang Illahi,Pantun Nasehat,an,jap,an,ri,kat,li,mat,hi,18.0,"Jika, tuan, ke, ingin, guli, selamat, Langkat, Dekatkan, pada, diri, Singgah, Illahi, sekejap, membeli, kota"
"Sungguh elok berbatang lebar, takkan nampak basah kuyupnya; Sungguh elok orang penyabar, takkan nampak susah hidupnya.",Agus kurniawan,"Program Balai Pantun & Klinik Pantun, Mac 2021",Orang yang sabar,Pantun nasehat,lok,pak,lok,pak,bar,nya,bar,nya,25.0,"berbatang, Sungguh, nampak, basah, penyabar,, elok, takkan, kuyupnya;, hidupnya., orang, lebar,, susah"
"Mari bersama menarek pukat, tali di sampan kita tambatkan; Elok sesama kita berpakat, dendam tersimpan elok lupakan.",Samsul Arifin,"Program Balai Pantun & Klinik Pantun, Mac 2021",Berpakat,Nasehat,ma,pan,ma,pan,kat,kan,kat,kan,25.0,"sampan, tambatkan;, tersimpan, lupakan., menarek, kita, berpakat,, Mari, elok, bersama, pukat,, Elok, sesama, dendam, di, tali"
"kalau cicil buah berangan, buah pala kami pulangkan; Kalaulah kecil tapak tangan, nyiru pula kami tadahkan.",CG Karmin Abbas,Pantun Di Facebook,Budi,Balas jasa,cil,la,cil,la,ngan,kan,ngan,kan,25.0,"tapak, Kalaulah, berangan,, kalau, pulangkan;, tangan,, pala, kecil, cicil, kami, buah, tadahkan., pula, nyiru"
Apa tandanya bunga melati Putih bertuntun indah dipati Apa tandanya Melayu Jati Bijak berpantun dan rendah hati,Mardiah Mawar Kembaren,"Program Balai Pantun & Klinik Pantun, Mac 2021",,,nya,tun,nya,tun,ti,ti,ti,ti,25.0,"tandanya, Jati, Putih, dipati, dan, bertuntun, rendah, berpantun, hati, indah, bunga, Bijak, Apa, Melayu, melati"
"Tabuh-menabuh gendang diraja, gendang sembilan berdarab-darab; Kala berlabuh usia senja, bersama taulan semakin akrab",CG Karmin Abbas,Kokeksi Pantun Di FB,"Persaudaraan, hubungan, keluarga",Kekeluargaan,buh,lan,buh,lan,ja,rab,ja,rab,25.0,"usia, gendang, Tabuh-menabuh, diraja,, Kala, akrab, bersama, sembilan, berlabuh, taulan, semakin, senja,, berdarab-darab;"
"Kalau berlayar ke pulau pandan Ikut haluan ke Laut Banang; kalau pantun sudah sepadan,  apa masalah kembali tenang.",Sakhyan Asmara,Klinik Pantun Nusantara 7,Masalah,Nasihat,yar,an,tun,lah,dan,nang,dan,nang,22.0,"sudah, berlayar, masalah, kalau, kembali, haluan, Laut, sepadan,, pulau, Ikut, Banang;, apa, tenang., pantun, ke, Kalau, pandan"
Buah cempedak luar pagar Ambil galah tolong jolokkan Saya budak baru belajar Kalau salah tolong tunjukkan,Rhoda,Penggemar Pantun,Pertolongan,Klasik,dak,lah,dak,lah,gar,kan,jar,kan,23.0,"baru, Saya, tolong, Buah, jolokkan, belajar, budak, galah, salah, tunjukkan, cempedak, luar, pagar, Kalau, Ambil"
"Menjaja pantun dengan virtual,  pantun  berturut tali temali; Kalau pantun sudah dijual,  pantang surut wajib dibeli.",Sakhyan Asmara,Klinik Pantun Nusantara 7,Jual-beli,Jual-Beli,tun,rut,tun,rut,al,li,al,li,25.0,"temali;, dijual,, sudah, wajib, dengan, dibeli., Kalau, tali, pantang, berturut, surut, pantun, virtual,, Menjaja"
sorong papan tarik papan buah keranji dalam perahu suruh makan kami makan suruh mengaji kami tak mahu,Hamba Allah,Penggemar Pantun,Mengaji,Gurau,pan,ji,kan,ji,pan,hu,kan,hu,17.0,"dalam, sorong, mahu, keranji, perahu, mengaji, tarik, makan, kami, buah, suruh, papan, tak"
Kuda saya kuda pilana dipachu di ayer deras Pantun saya pantun makna kalau ta' tahu jangan dibalas,Pantun Selong,Pantun Lama Sri Langka,Bergurau,Bersejarah,ya,di,ya,hu,na,ras,na,las,17.0,"jangan, dibalas, tahu, ayer, Pantun, kalau, kuda, deras, makna, saya, ta', Kuda, pantun, dipachu, di, pilana"
Talam bukanlah sembarang talam Talam digantong di atas paku Ne salam bukan sembarang salam Yang cadek jawab kawan nye hantu,Muhammad Fauzi,"Program Balai Pantun & Klinik Pantun, Mac 2021",Pembukaan,Jenaka,lah,tong,kan,wab,lam,ku,lam,tu,21.0,"atas, talam, jawab, Talam, salam, sembarang, nye, Ne, bukan, digantong, bukanlah, Yang, kawan, cadek, di, paku, hantu"
"Jalan sore bersama teman Pergi bersama membawa bantal Ingatlah engkau pada kematian  Bahwa di dunia, hidup tak kekal",Samsul Arifin,"Program Balai Pantun & Klinik Pantun, Mac 2021",,,re,ma,kau,a,man,tal,tian,kal,17.0,"hidup, sore, kekal, Ingatlah, kematian, teman, bersama, pada, Bahwa, dunia,, Jalan, bantal, di, engkau, membawa, Pergi, tak"
"Simbol Melayu ukiran tepak, Tari sembahan  jadik hiasan; Kali pertama melihat bapak, Semoga dapat jadi panutan.",Juliano Adjie  Mansiz,"Program Balai Pantun & Klinik Pantun, Mac 2021",,,yu,han,ma,pat,pak,san,pak,tan,21.0,"Tari, melihat, jadik, ukiran, sembahan, Semoga, panutan., Kali, jadi, Simbol, pertama, bapak,, tepak,, Melayu, hiasan;, dapat"
Jike berjalan ke kote stabat Jalan menuju diwaktu pagi Anak mude rajinlah sholat Jauhlah bala murah rezeki,Samsul Bahri,"Program Balai Pantun & Klinik Pantun, Mac 2021",Rajin Sholat,Nasehat,lan,ju,de,la,bat,gi,lat,ki,19.0,"rajinlah, berjalan, murah, rezeki, diwaktu, Jauhlah, stabat, pagi, menuju, kote, Jike, Jalan, mude, sholat, Anak, bala, ke"
Malam bermandi cahaya rembulan Anak dara berlagu merdu Kunci emas kami persembahkan Untuk membuka sihempang pintu,Juliano Adjie  Mansiz,"Program Balai Pantun & Klinik Pantun, Mac 2021",,,di,ra,mas,ka,lan,du,kan,tu,18.0,"pintu, emas, rembulan, Kunci, dara, berlagu, sihempang, bermandi, kami, Anak, Malam, merdu, persembahkan, cahaya, membuka, Untuk"
Hari panas minum selasih Sayang sedang sakit gigi Jika hidup selalu bersih Virus corona akan pergi,agus kurniawan,"Program Balai Pantun & Klinik Pantun, Mac 2021",budayakan hidup bersih,pantun nasehat,nas,dang,dup,na,sih,gi,sih,gi,18.0,"Jika, hidup, bersih, sedang, corona, akan, sakit, Hari, pergi, Sayang, Virus, gigi, selalu, minum, selasih, panas"
kalaulah ada rezeki melimpah elok lah sangat hati  jika ada janji bersumpah harus lah ada niat menepati.,Chindhy Kharisma,"Program Balai Pantun & Klinik Pantun, Mac 2021",pantun nasehat,,da,lah,da,da,pah,ti,pah,ti,18.0,"rezeki, sangat, menepati., harus, hati, elok, ada, kalaulah, lah, bersumpah, melimpah, niat, janji, jika"
Pergi ke toko membeli mainan Harga mainan seratus ribuan Meskipun bukan saudara seiman Tapi saudara dalam kemanusiaan,Nurul Annisa,"Program Balai Pantun & Klinik Pantun, Mac 2021",Tak seiman tapi kemanusiaan,Saudara,ko,,kan,ra,,an,man,an,20.0,"kemanusiaan, Tapi, toko, dalam, seratus, Meskipun, saudara, ribuan, bukan, mainan, seiman, membeli, ke, Pergi, Harga"
"Salam santun salam bahagia, pemula bicara pertemuan ini; Dalam pantun ada rahsia, kaya makna penuh berseni.",Indah Hairani Latif,"Program Balai Pantun & Klinik Pantun, Mac 2021",Tunjuk ajar,Pantun 4 kerat,tun,ra,tun,na,gia,ni,sia,ni,17.0,"penuh, Salam, bicara, salam, ini;, pemula, ada, kaya, makna, santun, rahsia,, berseni., bahagia,, pantun, Dalam, pertemuan"
Bukan lebah sebarang lebah  Lebah bersarang di pohon kayu  Bukan sembah sebarang sembah  Sembah adat pusaka Melayu,Adinda Nurzalfa DS,"Program Balai Pantun & Klinik Pantun, Mac 2021",,,bah,rang,bah,dat,bah,yu,bah,yu,22.0,"bersarang, pusaka, Lebah, lebah, Bukan, pohon, Sembah, adat, Melayu, di, kayu, sembah, sebarang"
Jangan suka menulis di atas kaca Menulislah diatas meja Jangan lagi rindu karena cinta Kita kembali berkumpul bersama keluarga,agus kurniawan,"Program Balai Pantun & Klinik Pantun, Mac 2021",pulang ke tempat asal,pantun nasehat,lis,lah,du,pul,ca,ja,ta,ga,12.0,"Kita, keluarga, menulis, Menulislah, karena, kaca, cinta, kembali, suka, rindu, bersama, diatas, Jangan, meja, di, lagi, berkumpul, atas"
Sirih berlipat sirih pinang Sirih dari Pulau Mutiara Pemanis kata selamat datang Awal Bismillah pembuka bicara,Ramu bin Jamu,"Program Balai Pantun & Klinik Pantun, Mac 2021",Selamat datang,Sambutan,pat,ri,ta,lah,nang,ra,tang,ra,19.0,"dari, bicara, Pemanis, selamat, datang, Mutiara, Pulau, pembuka, pinang, sirih, kata, Awal, Bismillah, Sirih, berlipat"
"Balut perca dipilin pilin, letak di muka ruang tamu; Rajin baca juga disiplin, pasti terbuka gerbang ilmu.",Dr. Umar Zein,Pantun Pendidikan & Kesehatan Umar Zein-2012,Pendidikan,Tunjuk Ajar,ca,ka,ca,ka,lin,mu,lin,mu,25.0,"terbuka, pilin,, muka, Balut, baca, letak, tamu;, Rajin, juga, pasti, ilmu., dipilin, ruang, di, perca, disiplin,, gerbang"
"Kain katun bersegi lima, jemur rentang lalu keringkan; Ini pantun budaya lama, isinya tentang pendidikan.",Dr. Umar Zein,Pantun Pendidikan & Kesehatan Umar Zein-2012,Pendidikan,Pembuka Kata,tun,tang,tun,tang,ma,kan,ma,kan,25.0,"isinya, pendidikan., lalu, lama,, Ini, budaya, bersegi, jemur, tentang, keringkan;, lima,, katun, pantun, Kain, rentang"
"Letak di muka ruang tamu, kayu baru ranting meranti; Pasti terbuka gerbang ilmu, tunjuk guru kita turuti.",Dr. Umar Zein,Pantun Pendidikan & Kesehatan Umar Zein-2012,Pendidikan,Tunjuk Ajar,ka,ru,ka,ru,mu,ti,mu,ti,25.0,"baru, ilmu,, meranti;, tunjuk, terbuka, Letak, muka, tamu,, kita, ranting, guru, turuti., ruang, Pasti, di, kayu, gerbang"
"Depan beranda sedu jamu, pinggan basuh beralih-alih; Tempat ada segudang ilmu, cermat lasuh kalau memilih.",Dr. Umar Zein,Pantun Pendidikan & Kesehatan Umar Zein-2012,Pendidikan,Tunjuk ajar,da,suh,da,suh,mu,lih,mu,lih,25.0,"beranda, sedu, basuh, Tempat, memilih., pinggan, segudang, beralih-alih;, kalau, lasuh, ada, jamu,, ilmu,, Depan, cermat"
"Tangkai parang dekat klarinet, depan beranda sedu jamu; Kalau kurang buka internet, tempat ada segudang ilmu.",Dr. Umar Zein,Pantun Pendidikan & Kesehatan Umar Zein-2012,Pendidikan,Tunjuk ajar,rang,da,rang,da,net,mu,net,mu,25.0,"beranda, sedu, buka, dekat, tempat, klarinet,, internet,, depan, segudang, jamu;, Kalau, ada, kurang, parang, ilmu., Tangkai"
"Tikung kembaran Kota Lama, dipahat-pahat batang tebu; Ikut saran ilmu agama, dengar nasihat ayah ibu.",Dr. Umar Zein,Pantun Pendidikan & Kesehatan Umar Zein-2012,Pendidikan,Tunjuk Ajar,ran,hat,ran,hat,ma,bu,ma,bu,25.0,"saran, ibu., batang, kembaran, Kota, dengar, nasihat, ilmu, Lama,, Tikung, tebu;, agama,, ayah, dipahat-pahat, Ikut"
"Tanah rata lalulah pelan, tikung kembaran Kota Lama; Agar kita tak salah jalan, ikut saran ilmu agama.",Dr. Umar Zein,Pantun Pendidikan & Kesehatan Umar Zein-2012,Pendidikan,Tunjuk ajar,ta,ran,ta,ran,lan,ma,lan,ma,25.0,"saran, jalan,, tikung, rata, Agar, lalulah, kembaran, Lama;, Kota, kita, salah, agama., ikut, pelan,, ilmu, Tanah, tak"
"Pinggan basuh beralih-alih, tanah rata lalulah pelan; Cermat lasuh dalam memilih, agar kita tak salah jalan.",Dr. Umar Zein,Pantun Pendidikan & Kesehatan Umar Zein-2012,Pendidikan,Tunjuk ajar,suh,ta,suh,ta,lih,lan,lih,lan,25.0,"memilih,, dalam, basuh, agar, rata, beralih-alih,, tanah, lalulah, pelan;, Cermat, lasuh, kita, Pinggan, jalan., salah, tak"
"Jerjak tingkap kami ikatkan, tangkai parang dekat klarinet; Sumber lengkap perpustakaan, kalau kurang buka internet.",Dr. Umar Zein,Pantun Pendidikan & Kesehatan Umar Zein-2012,Pendidikan,Tunjuk ajar,kap,rang,kap,rang,kan,net,an,net,23.0,"tingkap, Sumber, buka, dekat, tangkai, perpustakaan,, klarinet;, kalau, internet., kurang, parang, Jerjak, kami, ikatkan,, lengkap"
"Dengan tali pacaknya tajam, jerjak tingkap kami ikatkan; Mampu beli boleh dipinjam, sumber lengkap perpustakaan.",Dr. Umar Zein,Pantun Pendidikan & Kesehatan Umar Zein-2012,Pendidikan,Tunjuk Ajar,li,kap,li,kap,jam,kan,jam,an,23.0,"Dengan, tingkap, jerjak, ikatkan;, dipinjam,, sumber, pacaknya, tajam,, Mampu, boleh, kami, lengkap, tali, perpustakaan., beli"
"Kerbau luku ikat tambatkan, dengan tali pacaknya tajam; Cari buku untuk rujukan, mampu beli boleh dipinjam.",Dr. Umar Zein,Pantun Pendidikan & Kesehatan Umar Zein-2012,Pendidikan,Tunjuk Ajar,ku,li,ku,li,kan,jam,kan,jam,25.0,"buku, tambatkan,, ikat, mampu, dengan, pacaknya, Kerbau, luku, boleh, dipinjam., untuk, tajam;, Cari, tali, beli, rujukan,"
"Pohon kana kayu tembesi, kerbau luku ikat tambatkan; Agar cerna rajin diskusi, cari buku untuk rujukan.",Dr. Umar Zein,Pantun Pendidikan & Kesehatan Umar Zein-2012,Pendidikan,Tunjuk ajar,na,ku,na,ku,si,kan,si,kan,25.0,"buku, tambatkan;, rujukan., ikat, cerna, rajin, Pohon, Agar, tembesi,, cari, luku, untuk, kayu, kana, diskusi,, kerbau"
"Tumbuh rambah berjajar rapat, pohon kana kayu tembesi; Ilmu tambah pahala dapat, agar cerna rajin diskusi.",Dr. Umar Zein,Pantun Pendidkan & Kesehatan Umar Zein-2012,Pendidikan,Tunjuk Ajar,bah,na,bah,na,pat,si,pat,si,25.0,"agar, tembesi;, Ilmu, cerna, rajin, diskusi., Tumbuh, tambah, rambah, pohon, rapat,, pahala, dapat,, kayu, kana, berjajar"
"Kayu baru ranting meranti, tumbuh rambah berjajar rapat; Tunjuk guru kita turuti, ilmu tambah pahala dapat.",Dr. Umar Zein,Pantun Pendidikan & Kesehatan Umar Zein-2012,Pendidikan,Tunjuk Ajar,ru,bah,ru,bah,ti,pat,ti,pat,25.0,"baru, kita, ranting, meranti,, Tunjuk, dapat., tambah, rambah, rapat;, guru, ilmu, Kayu, pahala, turuti,, tumbuh, berjajar"
"Daun tanjak dekat kuini, balut perca dipilin pilin; Mula sejak usia dini, rajin  baca juga disiplin.",Dr. Umar Zein,Pantun Pendidikan & Kesehatan Umar Zein-2012,Pendidikan,Tunjuk Ajar,jak,ca,jak,ca,ni,lin,ni,lin,25.0,"usia, pilin;, disiplin., balut, dekat, kuini,, Mula, baca, sejak, juga, tanjak, dipilin, Daun, perca, rajin, dini,"
"Ikan bawal kerat sejajar, daun tanjak dekat kuini; Kunci awal wajib belajar, mula sejak usia dini.",Dr. Umar Zein,Pantun Pendidikan & Kesehatan Umar Zein-2012,Pendidikan,Tunjuk Ajar,wal,jak,wal,jak,jar,ni,jar,ni,25.0,"belajar,, usia, dekat, awal, wajib, Kunci, kerat, kuini;, dini., sejak, mula, daun, sejajar,, tanjak, bawal, Ikan"
"Batang pinang potong belati, ikan bawal kerat sejajar; Hidup tenang senang dihati,  kunci awal wajib belajar.",Dr. Umar Zein,Pantun Pendidikan & Kesehatan Umar Zein-2012,Pendidikan,Tunjuk Ajar,nang,wal,nang,wal,ti,jar,ti,jar,25.0,"Hidup, awal, wajib, kunci, Batang, kerat, ikan, sejajar;, tenang, belati,, belajar., potong, pinang, senang, dihati,, bawal"
"Atur telangkup ujung ikat, batang pinang potong belati; Penuntun hidup agar berkat, hidup pun tenang senang hati.",Dr. Umar Zein,Pantun Pendikan & Kesehatan Umar Zein-2012,Pendidikan,Tunjuk Ajar,kup,nang,dup,nang,kat,ti,kat,ti,24.0,"hidup, ujung, agar, ikat,, batang, Penuntun, hati., tenang, pinang, Atur, potong, belati;, senang, berkat,, pun, telangkup"
"Susun beberapa berjajar, atur telangkup ujung ikat; Bentuk berupa tunjuk ajar, penuntun hidup agar berkat.",Dr. Umar Zein,Pantun Pendidikan & Kesehatan Umar Zein-2012,Pendidikan,Tunjuk Ajar,pa,kup,pa,dup,jar,kat,jar,kat,24.0,"hidup, Susun, ujung, tunjuk, ajar,, penuntun, agar, berkat., atur, ikat;, berjajar,, Bentuk, berupa, beberapa, telangkup"
"Jemur rentang lalu keringkan, susun beberapa berjajar: Isinya tentang pendidikan, bentuk berupa tunjuk ajar.",Dr. Umar Zein,Pantun Pendidkan & Kesehatan Umar Zein-2012,Pendidikan,Tunjuk Ajar,tang,pa,tang,pa,kan,jar,kan,jar,25.0,"Isinya, Jemur, susun, lalu, tunjuk, berjajar:, pendidikan,, bentuk, ajar., tentang, keringkan,, berupa, beberapa, rentang"
"Memang berlutu kerbau dikata, Meriap-riap berkenyi-kenyi; Memang begitu lumrahnya kita, rumah dah siap pahat berbunyi.",CG Karmin Abbas,Pantun CG Karmin,Lumrah,"Nasihat, sindiran",tu,ap,tu,ap,ta,nyi,ta,nyi,25.0,"rumah, pahat, berlutu, berbunyi., dikata,, Meriap-riap, siap, berkenyi-kenyi;, begitu, Memang, lumrahnya, kita,, dah, kerbau"
"Bukit gunta sama di daki, arah barat kita memandang; Kalau kita selangkah kaki, kerja berat kita berdendang.",Umar Zein,Pantun Umar Zein,Bersatu Hati,"Motivasi, Semangat",ta,rat,ta,rat,ki,dang,ki,dang,25.0,"memandang;, sama, gunta, arah, kita, barat, kaki,, Bukit, berat, selangkah, berdendang., di, kerja, daki,, Kalau"
Banyak orang menggulai kakap sedikit saja panggang pari Banyak orang pandai bercakap sedikit saja orang bestari,Umar Zein,Pantun Umar Zein,Banyak cakap,Sindiran,rang,ja,rang,ja,kap,ri,kap,ri,25.0,"saja, panggang, kakap, bestari, bercakap, pari, pandai, Banyak, orang, sedikit, menggulai"
"Gluduk gluduk tak hujan hujan, terbang pipit belakang angsa; Duduk duduk tak jajan jajan, abang pelit bilang puasa.",Syafarudin,Balas Pantun di Facebook,Puasa,Jenaka,duk,pit,duk,lit,jan,sa,jan,sa,24.0,"puasa., pelit, abang, terbang, belakang, jajan, bilang, Gluduk, duduk, gluduk, hujan,, pipit, angsa;, hujan, jajan,, Duduk, tak"
Bukan titik membuat tinta tapi tinta membuat tintik bukan cantik membuat cinta tapi cinta membuat cantik,Raudah Jambak,Klinik Pantun,Cinta,"Romantisme, cinta",tik,ta,tik,ta,ta,tik,ta,tik,25.0,"cantik, tapi, cinta, Bukan, tinta, bukan, titik, tintik, membuat"
"Negeri Siak indah semesta, gerbangnya gangsa logam keluli; Gigih membiak warisan kita, menjadi bangsa elok sekali.",CG Karmin Abbas,Pantun Kearifan Lokal,"Bangsa, Warisan",Warisan dan Budaya,ak,sa,ak,sa,ta,li,ta,li,25.0,"semesta,, warisan, sekali., Negeri, membiak, gangsa, keluli;, elok, indah, logam, menjadi, gerbangnya, Siak, kita,, Gigih, bangsa"
"Mengacau rojak menguli donat, di kakilima dibeli bapa; Jikalau bijak menarik minat, selama-lama orang tak lupa.",CG Karmin Abbas,CG Karmin Abbas,"Minat, bijak,",Motivasi,jak,ma,jak,ma,nat,pa,nat,pa,25.0,"dibeli, bijak, minat,, orang, menguli, bapa;, selama-lama, Jikalau, donat,, menarik, Mengacau, lupa., rojak, di, kakilima, tak"
